Library Type,Component Number,Component Name,Package Specification,Component Category,Component Provider,Quantity In Stock,Price,Manufacturer Model Number,Brand,Sales Statistics,Comments
Basic Library,C6952,CAN/TJA1050T/CM,SOIC-8_150MIL,CAN Chip  ,Provided by Jiali Chuang,20639,Click to view,TJA1050T/CM,NXP 恩智浦  ,Common,
Basic Library,C23922,STM32F030C8T6,LQFP-48_7X7X05P,Microcontroller (MCU),Provided by Jiali Chuang,41414,Click to view,STM32F030C8T6,ST 意法半导体  ,Common,
Basic Library,C32843,Ethernet/W5500,LQFP-48_7X7X05P,Ethernet  ,Provided by Jiali Chuang,6773,Click to view,W5500,WIZNET  ,Common,
Basic Library,C8315,STM32F107VCT6,LQFP-100_14X14X05P,Microcontroller (MCU),Provided by Jiali Chuang,3788,Click to view,STM32F107VCT6,ST 意法半导体  ,Unpopular,
Basic Library,C6951,CAN/TJA1040T/CM,SOIC-8_150MIL,CAN Chip  ,Provided by Jiali Chuang,17048,Click to view,TJA1040T/CM,NXP 恩智浦  ,Unpopular,
Basic Library,C38695,CAN/TJA1051T/3,SOIC-8_150MIL,CAN Chip  ,Provided by Jiali Chuang,8136,Click to view,TJA1051T/3,NXP 恩智浦  ,Unpopular,
Basic Library,C41327,TM1640,SOP-28_300MIL,LED Driver,Provided by Jiali Chuang,3184,Click to view,TM1640,TM 天微  ,Unpopular,
Basic Library,C25501,33Ω (330) ±5%,0402_X4,Resistor_chip exclusion,Provided by Jiali Chuang,73700,Click to view,4D02WGJ0330TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17757,56Ω (56R0) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,21309,Click to view,0805W8F560JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C23220,620Ω (6200) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,14295,Click to view,0603WAF6200T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17985,750Ω (7500) ±1%,1206,Resistor_chip resistor,Provided by Jiali Chuang,32164,Click to view,1206W4F7500T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25918,7.5KΩ (7501) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,85149,Click to view,0402WGF7501TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17866,91KΩ (9102) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,36228,Click to view,0805W8F9102T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C1552,1.5PF (1R5) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,84239,Click to view,0402CG1R5C500NT,FH 风华  ,Unpopular,
Basic Library,C1639,1.5PF (1R5) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,45372,Click to view,0603CG1R5C500NT,FH 风华  ,Unpopular,
Basic Library,C46219,3PF (3R0) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,28587,Click to view,0603CG3R0C500NT,FH 风华  ,Unpopular,
Basic Library,C1565,3.3PF (3R3) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,57198,Click to view,0402CG3R3C500NT,FH 风华  ,Unpopular,
Basic Library,C39148,56PF (560) ±5% 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,31151,Click to view,CL10C560JB8NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C1527,150PF (151) ±10% 50V X7R,402,Capacitor_chip capacitor,Provided by Jiali Chuang,56222,Click to view,0402B151K500NT,FH 风华  ,Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C1724,200PF (201) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,107364,Click to view,0805B201K500NT,FH 风华  ,Unpopular,
Basic Library,C1717,1.5NF (152) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,30613,Click to view,0805B152K500NT,FH 风华  ,Unpopular,
Basic Library,C27920,8.2NF (822) ±10% 50V X7R,603,Capacitor_chip capacitor,Provided by Jiali Chuang,44915,Click to view,CL10B822KB8NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C12099,22NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,35616,Click to view,SDCL1608C22NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C1857,220NF (224) ±10% 50V X7R,1206,Capacitor_chip capacitor,Provided by Jiali Chuang,79508,Click to view,1206B224K500NT,FH 风华  ,Unpopular,
Basic Library,C17429,11KΩ (1102) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,89436,Click to view,0805W8F1102T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C112574,YSX530GA 11.0592MHZ 20PF 10PPM -40~+85,SMD-5032_2P,Crystal _ patch passive crystal,Provided by Jiali Chuang,8032,Click to view,X5032110592MSB2GI,YXC  ,Unpopular,
Basic Library,C22795,130KΩ (1303) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,44212,Click to view,0603WAF1303T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17501,180KΩ (1803) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,35145,Click to view,0805W8F1803T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C22938,2.2MΩ (2204) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,16666,Click to view,0603WAF2204T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17594,27Ω (27R0) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,93857,Click to view,0805W8F270JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C8314,STM32F103VBT6,LQFP-100_14X14X05P,Microcontroller (MCU),Provided by Jiali Chuang,5967,Click to view,STM32F103VBT6,ST 意法半导体  ,Unpopular,
Basic Library,C15742,STM32F405RGT6,LQFP-64_10X10X05P,Microcontroller (MCU),Provided by Jiali Chuang,3067,Click to view,STM32F405RGT6,ST 意法半导体  ,Unpopular,
Basic Library,C32574,TP4054,SOT-23-5,Battery Power Management Chip  ,Provided by Jiali Chuang,1939,Click to view,TP4054,TOPPOWER 南京拓微  ,Unpopular,
Basic Library,C18701,FP6291,SOT-23-6,DC-DC Chip  ,Provided by Jiali Chuang,16415,Click to view,FP6291,FEELING TECHNOLOGY 台湾远翔  ,Unpopular,
Basic Library,C23156,3MΩ (3004) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,49509,Click to view,0603WAF3004T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C23146,360KΩ (3603) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,166296,Click to view,0603WAF3603T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25969,430KΩ (4303) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,186790,Click to view,0603WAF4303T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C14304,47UH ±10%,805,Inductor_SMD inductor,Provided by Jiali Chuang,36318,Click to view,SDFL2012T470KTF,SUNLORD 顺络  ,Unpopular,
Basic Library,C25196,56Ω (56R0) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,163917,Click to view,0603WAF560JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17783,62KΩ (6202) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,5624,Click to view,0805W8F6202T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C110020,6N137S1 (TA),SMD-8_6.3MM,Patch Optocoupler,Provided by Jiali Chuang,7568,Click to view,6N137S1(TA),EVERLIGHT(台湾亿光)  ,Unpopular,Replacement: C16496. C16496 has entered the shutdown process.
Basic Library,C6825,"74HC164D,653",SOIC-14_150MIL,Logic Chip_74 Series,Provided by Jiali Chuang,16902,Click to view,"74HC164D,653",NXP 恩智浦  ,Unpopular,
Basic Library,C17840,82KΩ (8202) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,27710,Click to view,0805W8F8202T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C24278,B772 160-320,SOT-89,Transistor,Provided by Jiali Chuang,50022,Click to view,B772 160-320,CJ江苏长电  ,Unpopular,
Basic Library,C1792,12PF (120) ±5% 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,25458,Click to view,0805CG120J500NT,FH 风华  ,Unpopular,
Basic Library,C1797,18PF (180) ±5% 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,37601,Click to view,0805CG180J500NT,FH 风华  ,Unpopular,
Basic Library,C1683,82PF (820) ±5% 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,15385,Click to view,0603CG820J500NT,FH 风华  ,Unpopular,
Basic Library,C1716,150PF (151) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,44724,Click to view,0805B151K500NT,FH 风华  ,Unpopular,
Basic Library,C23967,1.5NF (152) ±10% 50V X7R,402,Capacitor_chip capacitor,Provided by Jiali Chuang,56497,Click to view,CL05B152KB5NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C1755,6.8NF (682) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,35591,Click to view,0805B682K500NT,FH 风华  ,Unpopular,
Basic Library,C35050,33NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,43887,Click to view,SDCL1608C33NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C17455,13KΩ (1302) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,43145,Click to view,0805W8F1302T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25824,240KΩ (2403) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,144753,Click to view,0805W8F2403T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C18536,2N3904S-RTK/P,SOT-23,Transistor,Provided by Jiali Chuang,14561,Click to view,2N3904S-RTK/P,KEC  ,Unpopular,SMT Phase IV
Basic Library,C34465,LM2576SX-5.0,TO-263-5,DC-DC Chip  ,Provided by Jiali Chuang,10305,Click to view,LM2576SX-5.0,TI 德州仪器  ,Unpopular,
Basic Library,C75510,LM317AG-TN3-R,TO-252-2,LDO_ low dropout linear regulator,Provided by Jiali Chuang,10898,Click to view,LM317AG-TN3-R,UTC 友顺  ,Unpopular,
Basic Library,C7974,LMV324IDR,SOIC-14_150MIL,Op Amp_General Op Amp,Provided by Jiali Chuang,11852,Click to view,LMV324IDR,TI 德州仪器  ,Unpopular,
Basic Library,C17656,390KΩ (3903) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,25853,Click to view,0805W8F3903T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17678,40.2KΩ (4022) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,41495,Click to view,0805W8F4022T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17719,49.9KΩ (4992) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,24133,Click to view,0805W8F4992T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25897,49.9KΩ (4992) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,71940,Click to view,0402WGF4992TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17802,68Ω (68R0) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,22541,Click to view,0805W8F680JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17797,680KΩ (6803) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,33574,Click to view,0805W8F6803T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C5593,74HC08D,SOIC-14_150MIL,Logic Chip_74 Series,Provided by Jiali Chuang,10276,Click to view,74HC08D,NXP 恩智浦  ,Unpopular,
Basic Library,C17841,82Ω (82R0) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,56092,Click to view,0805W8F820JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C23264,910Ω (9100) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,63313,Click to view,0603WAF9100T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17855,9.1KΩ (9101) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,25307,Click to view,0805W8F9101T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C2149,S9015 (300-400),SOT-23,Transistor,Provided by Jiali Chuang,9099,Click to view,S9015 M6,CJ江苏长电  ,Unpopular,
Basic Library,C7593,Time Base Integration /NE555DR,SOIC-8_150MIL,Time Base Integration Chip,Provided by Jiali Chuang,25327,Click to view,NE555DR,TI 德州仪器  ,Unpopular,
Basic Library,C9861,STM32L151C8T6,LQFP-48_7X7X05P,Microcontroller (MCU),Provided by Jiali Chuang,3172,Click to view,STM32L151C8T6,ST 意法半导体  ,Unpopular,
Basic Library,C1559,2.2PF (2R2) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,116127,Click to view,0402CG2R2C500NT,FH 风华  ,Unpopular,
Basic Library,C8031,27PF (270) ±5% 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,43664,Click to view,CL21C270JBANNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C30615,1.2NF (122) ±10% 50V X7R,603,Capacitor_chip capacitor,Provided by Jiali Chuang,99796,Click to view,CL10B122KB8NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C27143,15NH ±5%,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,56843,Click to view,SDCL1005C15NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C12100,27NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,42049,Click to view,SDCL1608C27NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C13415,68NH ±5% 0603,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,13895,Click to view,SDCL1608C68NJTF,SUNLORD 顺络  ,Unpopular,
Basic Library,C1756,68NF (683) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,75877,Click to view,0805B683K500NT,FH 风华  ,Unpopular,
Basic Library,C1871,470NF (474) ±10% 50V X7R,1206,Capacitor_chip capacitor,Provided by Jiali Chuang,54622,Click to view,1206B474K500NT,FH 风华  ,Unpopular,
Basic Library,C26082,10MΩ (1005) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,64244,Click to view,0402WGF1005TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C22766,1.2MΩ (1204) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,246848,Click to view,0603WAF1204T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17480,15Ω (15R0) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,71684,Click to view,0805W8F150JT5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17490,16KΩ (1602) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,24999,Click to view,0805W8F1602T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C32375,22UH ±10%,805,Inductor_SMD inductor,Provided by Jiali Chuang,59861,Click to view,SDFL2012T220KTF,SUNLORD 顺络  ,Unpopular,
Basic Library,C7859,SN74LVC4245APWR,TSSOP-24,Logic Chip_74 Series,Provided by Jiali Chuang,10415,Click to view,SN74LVC4245APWR,TI 德州仪器  ,Unpopular,
Basic Library,C46034,STM32F103R8T6,LQFP-64_10X10X05P,Microcontroller (MCU),Provided by Jiali Chuang,11362,Click to view,STM32F103R8T6,ST 意法半导体  ,Unpopular,
Basic Library,C12345,STM32F407VGT6,LQFP-100_14X14X05P,Microcontroller (MCU),Provided by Jiali Chuang,2114,Click to view,STM32F407VGT6,ST 意法半导体  ,Unpopular,
Basic Library,C12044,TP4057,SOT-23-6,Battery Power Management Chip  ,Provided by Jiali Chuang,6548,Click to view,TP4057,TOPPOWER 南京拓微  ,Unpopular,
Basic Library,C7722,TPS61040DBVRG4,SOT-23-5,DC-DC Chip  ,Provided by Jiali Chuang,15761,Click to view,TPS61040DBVRG4,TI 德州仪器  ,Unpopular,
Basic Library,C8959,DS1302Z+T&R,SOIC-8_150MIL,Real Time Clock,Provided by Jiali Chuang,1963,Click to view,DS1302Z+,MAXIM 美信  ,Unpopular,
Basic Library,C32078,MC34063ADR2G,SOIC-8_150MIL,DC-DC Chip  ,Provided by Jiali Chuang,7633,Click to view,MC34063ADR2G,ON 安森美  ,Unpopular,
Basic Library,C14867,MP1482DS,SOIC-8_150MIL,Power Supply  Chip  ,Provided by Jiali Chuang,12497,Click to view,MP1482DS,MPS  ,Unpopular,
Basic Library,C6521,CD4052BM96,SOIC-16_150MIL,Logic Chip_4000 Series,Provided by Jiali Chuang,7466,Click to view,CD4052BM96,TI 德州仪器  ,Unpopular,
Basic Library,C25102,300Ω (3000) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,53581,Click to view,0402WGF3000TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25778,330KΩ (3303) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,125055,Click to view,0402WGF3303TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C4360,36KΩ (3602) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,10958,Click to view,0805W8F3602T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C1049,4.7UH ±10%,1206,Inductor_SMD inductor,Provided by Jiali Chuang,24613,Click to view,CMI321609U4R7KT,FH 风华  ,Unpopular,
Basic Library,C23170,430Ω (4300) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,27986,Click to view,0603WAF4300T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17667,4.3KΩ (4301) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,33176,Click to view,0805W8F4301T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17695,43KΩ (4302) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,24015,Click to view,0805W8F4302T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17677,4.99KΩ (4991) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,102937,Click to view,0805W8F4991T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C5625,"74HC245D,653",SOIC-20_300MIL,Logic Chip_74 Series,Provided by Jiali Chuang,16108,Click to view,74HC245D,NXP 恩智浦  ,Unpopular,
Basic Library,C23240,750KΩ (7503) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,56286,Click to view,0603WAF7503T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C75501,78L12G-AB3-R,SOT-89,LDO_ low dropout linear regulator,Provided by Jiali Chuang,14888,Click to view,78L12G-AB3-R,UTC 友顺  ,Unpopular,
Basic Library,C9637,ADM2483BRWZ,SOIC-16_300MIL,Interface Chip  ,Provided by Jiali Chuang,6273,Click to view,ADM2483BRWZ,ADI 亚德诺  ,Unpopular,
Basic Library,C23969,1PF (010) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,62179,Click to view,CL10C010CB8NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C21895,2PF (020) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,19222,Click to view,CL10C020CB8NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C1669,4.7PF (4R7) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,36958,Click to view,0603CG4R7C500NT,FH 风华  ,Unpopular,
Basic Library,C1569,4.7PF (4R7) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,74295,Click to view,0402CG4R7C500NT,FH 风华  ,Unpopular,
Basic Library,C67560,6PF (6R0) ±0.25PF 50V C0G,805,Capacitor_chip capacitor,Provided by Jiali Chuang,37053,Click to view,0805CG6R0C500N,FH 风华  ,Unpopular,
Basic Library,C30274,6PF (6R0) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,56674,Click to view,0402CG6R0C500NT,FH 风华  ,Unpopular,
Basic Library,C1576,6.8PF (6R8) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,54281,Click to view,0402CG6R8C500NT,FH 风华  ,Unpopular,
Basic Library,C1570,30PF (300) ±5% 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,44759,Click to view,0402CG300J500NT,FH 风华  ,Unpopular,
Basic Library,C26404,3.3NF (332) ±10% 50V X7R,402,Capacitor_chip capacitor,Provided by Jiali Chuang,24616,Click to view,CL05B332KB5NNNC,SAMSUNG 三星  ,Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C14033,3.9NH ±3%,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,57666,Click to view,SDCL1005C3N9STDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C1542,6.8NF (682) ±10% 50V X7R,402,Capacitor_chip capacitor,Provided by Jiali Chuang,44666,Click to view,0402B682K500NT,FH 风华  ,Unpopular,
Basic Library,C15666,10NH ±5%,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,44339,Click to view,SDCL1608C10NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C29683,47NH,603,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,37799,Click to view,SDCL1608C47NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C25086,1Ω (1R00) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,84085,Click to view,0402WGF100KTCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25725,10KΩ (103) ±5%,0402_X4,Resistor_chip exclusion,Provided by Jiali Chuang,73915,Click to view,4D02WGJ0103TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17422,110KΩ (1103) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,41014,Click to view,0805W8F1103T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C22107,1.2MΩ (1204) ±1%,1206,Resistor_chip resistor,Provided by Jiali Chuang,125672,Click to view,1.2M/1%/1206/1/4W,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C4172,1.5MΩ (1504) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,30882,Click to view,0603WAF1504T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25270,180Ω (1800) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,60939,Click to view,0805W8F1800T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25762,18KΩ (1802) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,66419,Click to view,0402WGF1802TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25882,2.4KΩ (2401) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,61845,Click to view,0402WGF2401TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C17589,270KΩ (2703) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,62080,Click to view,0805W8F2703T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C74192,XL1509-ADJE1,SOP-8_150MIL,DC-DC Chip  ,Provided by Jiali Chuang,8382,Click to view,XL1509-ADJE1,XLSEMI 芯龙  ,Unpopular,
Basic Library,C7377,MCP6002T-I/SN,SOIC-8_150MIL,Op amp,Provided by Jiali Chuang,5909,Click to view,MCP6002T-I/SN,MICROCHIP  ,Unpopular,
Basic Library,C24112,MPU-6050,QFN-24_4X4X05P,Sensor,Provided by Jiali Chuang,23383,Click to view,MPU6050,INVENSENSE  ,Unpopular,Changed to extended library after 2019-1-2 (Wednesday) HTTP://CLUB.SZLCSC.COM/ARTICLE/DETAILS_37605_1.HTML
Basic Library,C7426,NE5532DR,SOIC-8_150MIL,Amplifier,Provided by Jiali Chuang,30079,Click to view,NE5532DR,TI 德州仪器  ,Unpopular,
Basic Library,C8690,FT232RL-REEL,SSOP-28_208MIL,USB Chip  ,Provided by Jiali Chuang,3458,Click to view,FT232RL-REEL,FTDI 飞特帝亚  ,Unpopular,
Basic Library,C7881,ICL7660AIBAZA-T,SOIC-8_150MIL,Power Supply  Chip  ,Provided by Jiali Chuang,6107,Click to view,ICL7660AIBAZA-T,INTERSIL 英特矽尔  ,Unpopular,
Basic Library,C51721,3.9KΩ(3901) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,85269,Click to view,0402WGF3901TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25118,47Ω (47R0) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,73744,Click to view,0402WGF470JTCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C23163,4.7MΩ (4704) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,18646,Click to view,0603WAF4704T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C13320,5.1MΩ (5104) ±1%,603,Resistor_chip resistor,Provided by Jiali Chuang,22581,Click to view,0603WAF5104T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C5590,74HC04D,SOIC-14_150MIL,Logic Chip_74 Series,Provided by Jiali Chuang,17647,Click to view,74HC04D,NXP 恩智浦  ,Unpopular,
Basic Library,C5602,74HC138D,SOIC-16_150MIL,Logic Chip_74 Series,Provided by Jiali Chuang,977,Click to view,74HC138D,NXP 恩智浦  ,Unpopular,
Basic Library,C17818,750Ω (7500) ±1%,805,Resistor_chip resistor,Provided by Jiali Chuang,34747,Click to view,0805W8F7500T5E,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C25924,8.2KΩ (8201) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,86618,Click to view,0402WGF8201TCE,UNIOHM台湾厚声  ,Unpopular,
Basic Library,C6179,AM26LS31CDRG4,SOIC-16_150MIL,Interface Chip  ,Provided by Jiali Chuang,10242,Click to view,AM26LS31CDRG4,TI 德州仪器  ,Unpopular,
Basic Library,C20897,APM4953KC-TRG,SOP-8_150MIL,MOS_FET,Provided by Jiali Chuang,5949,Click to view,APM4953KC-TRG,ANPEC 茂达电子  ,Unpopular,
Basic Library,C8492,BSS84LT1G,SOT-23,MOS_FET,Provided by Jiali Chuang,26354,Click to view,BSS84LT1G,LRC 乐山无线电  ,Unpopular,
Basic Library,C1561,2.7PF (2R7) ±0.25PF 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,56974,Click to view,0402CG2R7C500NT,FH 风华  ,Unpopular,
Basic Library,C1685,8.2PF (8R2) ±0.25PF 50V C0G,603,Capacitor_chip capacitor,Provided by Jiali Chuang,36510,Click to view,0603CG8R2C500NT,FH 风华  ,Unpopular,
Basic Library,C13533,330PF (331) ±5% 50V C0G,402,Capacitor_chip capacitor,Provided by Jiali Chuang,33602,Click to view,CL05C331JB5NNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C53150,680PF (681) ±10% 50V X7R,805,Capacitor_chip capacitor,Provided by Jiali Chuang,50541,Click to view,CL21B681KBANNNC,SAMSUNG 三星  ,Unpopular,
Basic Library,C27147,10NH ±5%,402,Inductance_High Frequency Inductance ,Provided by Jiali Chuang,57829,Click to view,SDCL1005CI0NJTDF,SUNLORD 顺络  ,Unpopular,
Basic Library,C1700,27NF (273) ±20% 50V Y5V,603,Capacitor_chip capacitor,Provided by Jiali Chuang,53651,Click to view,0603F273M500NT,FH 风华  ,Unpopular,
Basic Library,C25082,150Ω (1500) ±1%,402,Resistor_chip resistor,Provided by Jiali Chuang,65210,Click to view,0402WGF1500TCE,UNIOHM台湾厚声  ,Unpopular,
